Order_ID,Order_Date,Customer_ID,Restaurant_Name,City,Cuisine_Type,Order_Value,Discount_Amount,Delivery_Time_Min,Payment_Method,Rating,Order_Status,Order_Hour
ORD05561,2025-12-13,C4139,Chinese Wok,Kochi,Chinese,1171.37,202.78,24,UPI,4.5,Delivered,12
ORD05562,2025-02-21,C6999,Cafe Kerala,Kannur,Cafe,464.37,33.67,66,UPI,4.0,Delivered,19
ORD05563,2025-12-04,C9964,Burger Hub,Kannur,Cafe,762.13,24.5,16,Wallet,4.2,Delivered,2
ORD05564,2025-01-31,C2712,Pizza Point,Thrissur,Chinese,420.75,44.59,52,UPI,3.2,Delivered,12
ORD05565,2025-12-30,C1420,Pizza Point,Kannur,Indian,709.15,25.22,48,Wallet,3.6,Delivered,15
ORD05566,2025-11-13,C9184,Biriyani House,Kochi,Cafe,977.14,169.64,36,Cash,4.3,Delivered,6
ORD05567,2025-05-09,C1881,Pizza Point,Kannur,Fast Food,1158.86,212.06,68,Wallet,4.3,Delivered,6
ORD05568,2025-04-29,C2481,Biriyani House,Trivandrum,Arabic,1140.17,186.12,15,Wallet,3.5,Delivered,23
ORD05569,2025-12-18,C3018,Spice Route,Kochi,Chinese,827.28,158.35,54,Card,4.3,Delivered,4
ORD05570,2025-01-08,C7336,Biriyani House,Kannur,Fast Food,185.24,8.06,59,Card,4.1,Delivered,7
ORD05571,2025-05-13,C3739,Burger Hub,Kochi,Chinese,739.9,81.01,48,Cash,3.5,Delivered,12
ORD05572,2025-08-28,C2385,Chinese Wok,Calicut,Indian,480.59,40.05,46,Wallet,4.4,Delivered,2
ORD05573,2025-08-22,C3451,Burger Hub,Kannur,Fast Food,1125.67,161.09,70,Card,3.6,Delivered,8
ORD05574,2025-08-31,C5487,Burger Hub,Trivandrum,Chinese,1000.82,159.29,59,Card,3.2,Delivered,22
ORD05575,2025-01-20,C5438,Burger Hub,Thrissur,Arabic,191.04,23.37,36,Cash,4.0,Delivered,1
ORD05576,2025-07-20,C4722,Spice Route,Trivandrum,Fast Food,743.21,36.03,46,UPI,3.5,Delivered,21
ORD05577,2025-02-22,C3159,Pizza Point,Kannur,Cafe,994.16,50.24,68,Card,3.1,Delivered,4
ORD05578,2025-02-08,C6274,Spice Route,Kochi,Arabic,952.97,154.45,28,Wallet,3.1,Delivered,0
ORD05579,2025-09-12,C9255,Arabian Grill,Trivandrum,Chinese,322.59,27.02,34,Card,3.8,Delivered,18
ORD05580,2025-07-09,C3390,Cafe Kerala,Calicut,Chinese,1017.58,138.08,54,Wallet,4.4,Delivered,19
ORD05581,2025-05-04,C8747,Cafe Kerala,Thrissur,Arabic,275.44,66.77,70,Cash,4.9,Delivered,17
ORD05582,2025-08-14,C2566,Pizza Point,Kannur,Indian,1005.94,249.53,64,Wallet,4.4,Delivered,19
ORD05583,2025-06-28,C2727,Burger Hub,Kannur,Chinese,1126.4,59.71,65,Wallet,4.8,Delivered,3
ORD05584,2025-06-21,C6528,Cafe Kerala,Thrissur,Indian,551.46,29.08,40,UPI,4.1,Delivered,3
ORD05585,2025-03-08,C2099,Burger Hub,Calicut,Arabic,787.96,167.66,55,Cash,4.7,Delivered,20
ORD05586,2025-04-03,C6860,Biriyani House,Calicut,Indian,416.18,83.87,54,Cash,4.4,Delivered,10
ORD05587,2025-05-14,C1719,Arabian Grill,Kannur,Indian,717.77,54.9,36,Wallet,4.7,Delivered,16
ORD05588,2025-09-28,C9924,Spice Route,Calicut,Chinese,716.87,151.41,53,Wallet,3.6,Delivered,1
ORD05589,2025-03-16,C6993,Cafe Kerala,Calicut,Indian,977.8,84.43,52,Card,3.1,Delivered,3
ORD05590,2025-10-17,C9143,Arabian Grill,Thrissur,Arabic,702.69,8.97,54,UPI,4.8,Delivered,10
ORD05591,2025-04-28,C7346,Spice Route,Thrissur,Fast Food,170.99,2.59,52,Card,3.4,Delivered,18
ORD05592,2025-09-10,C3362,Spice Route,Thrissur,Cafe,757.18,119.65,37,Card,3.6,Delivered,4
ORD05593,2025-07-11,C9343,Spice Route,Calicut,Indian,381.37,28.97,30,UPI,3.7,Delivered,13
ORD05594,2025-03-30,C2836,Burger Hub,Calicut,Chinese,660.53,107.56,26,Cash,3.3,Delivered,20
ORD05595,2025-09-21,C7678,Chinese Wok,Kochi,Indian,940.22,159.53,15,UPI,3.6,Delivered,12
ORD05596,2025-10-01,C8897,Arabian Grill,Kannur,Fast Food,248.29,14.37,15,Cash,3.5,Delivered,3
ORD05597,2025-12-28,C9084,Pizza Point,Kochi,Chinese,468.7,4.65,65,Card,3.9,Delivered,21
ORD05598,2025-06-02,C2680,Pizza Point,Kochi,Fast Food,159.49,22.16,34,Wallet,,Cancelled,22
ORD05599,2025-11-24,C4276,Arabian Grill,Kochi,Chinese,1078.5,90.89,28,UPI,4.5,Delivered,2
ORD05600,2025-03-22,C9665,Arabian Grill,Kannur,Fast Food,780.09,83.44,31,Wallet,4.8,Delivered,11
ORD05601,2025-07-16,C9218,Spice Route,Trivandrum,Fast Food,458.13,27.73,54,Card,,Cancelled,1
ORD05602,2025-10-19,C6810,Pizza Point,Kochi,Cafe,446.34,100.27,62,UPI,4.0,Delivered,22
ORD05603,2025-09-26,C7232,Burger Hub,Kannur,Fast Food,645.74,142.51,67,UPI,4.5,Delivered,20
ORD05604,2025-12-28,C3120,Biriyani House,Thrissur,Fast Food,321.78,43.29,59,Card,4.8,Delivered,2
ORD05605,2025-06-06,C1472,Cafe Kerala,Kannur,Arabic,1167.47,69.39,65,Cash,3.3,Delivered,20
ORD05606,2025-04-12,C5999,Chinese Wok,Thrissur,Fast Food,805.44,42.88,68,Card,4.7,Delivered,7
ORD05607,2025-09-09,C3698,Cafe Kerala,Trivandrum,Indian,314.83,19.44,70,Card,4.4,Delivered,9
ORD05608,2025-01-03,C5728,Arabian Grill,Kochi,Chinese,1122.89,111.21,19,Card,4.4,Delivered,14
ORD05609,2025-05-10,C7662,Cafe Kerala,Calicut,Cafe,1119.0,46.97,16,UPI,,Cancelled,13
ORD05610,2025-10-26,C9557,Chinese Wok,Kochi,Arabic,249.51,47.71,32,UPI,,Cancelled,5
ORD05611,2025-06-13,C8787,Arabian Grill,Kochi,Chinese,1057.95,193.77,25,UPI,3.9,Delivered,9
ORD05612,2025-03-17,C6162,Arabian Grill,Trivandrum,Fast Food,429.67,7.56,33,Wallet,4.4,Delivered,1
ORD05613,2025-05-12,C8187,Pizza Point,Calicut,Fast Food,574.07,129.13,30,Wallet,4.4,Delivered,22
ORD05614,2025-01-06,C4568,Cafe Kerala,Thrissur,Cafe,1159.82,60.82,37,Cash,3.4,Delivered,15
ORD05615,2025-07-12,C8739,Chinese Wok,Thrissur,Arabic,548.83,41.87,61,Card,3.4,Delivered,8
ORD05616,2025-03-28,C9827,Chinese Wok,Thrissur,Fast Food,656.82,126.5,34,UPI,3.1,Delivered,4
ORD05617,2025-09-16,C8562,Arabian Grill,Kannur,Cafe,301.85,45.3,21,Cash,4.7,Delivered,21
ORD05618,2025-09-16,C2995,Pizza Point,Thrissur,Chinese,226.92,22.79,34,UPI,3.1,Delivered,23
ORD05619,2025-01-06,C4074,Pizza Point,Calicut,Cafe,459.01,107.5,17,Cash,3.9,Delivered,16
ORD05620,2025-02-06,C7343,Biriyani House,Thrissur,Cafe,181.71,8.82,69,Wallet,3.9,Delivered,10
ORD05621,2025-02-05,C3109,Cafe Kerala,Kochi,Fast Food,1126.41,141.13,16,Cash,3.2,Delivered,14
ORD05622,2025-09-05,C7149,Pizza Point,Kochi,Arabic,158.14,26.23,41,Card,,Cancelled,12
ORD05623,2025-03-06,C2182,Pizza Point,Thrissur,Cafe,666.16,98.74,16,Wallet,4.5,Delivered,22
ORD05624,2025-03-12,C2111,Pizza Point,Kannur,Indian,1134.09,88.29,35,Wallet,3.5,Delivered,7
ORD05625,2025-12-29,C5753,Spice Route,Kochi,Chinese,728.88,154.84,68,UPI,3.7,Delivered,8
ORD05626,2025-06-11,C7539,Chinese Wok,Thrissur,Fast Food,978.38,3.1,62,UPI,3.0,Delivered,18
ORD05627,2025-06-11,C9255,Burger Hub,Calicut,Cafe,747.21,116.94,56,Card,4.2,Delivered,5
ORD05628,2025-03-21,C2758,Arabian Grill,Kannur,Fast Food,1144.24,115.1,67,UPI,3.3,Delivered,5
ORD05629,2025-10-03,C2535,Biriyani House,Kannur,Cafe,789.72,119.64,59,Cash,4.8,Delivered,13
ORD05630,2025-12-03,C2808,Spice Route,Calicut,Chinese,768.95,129.9,69,Card,4.4,Delivered,12
ORD05631,2025-02-14,C4646,Arabian Grill,Thrissur,Chinese,927.39,66.05,19,Card,4.1,Delivered,9
ORD05632,2025-08-27,C3321,Arabian Grill,Thrissur,Cafe,885.97,165.49,29,Cash,3.6,Delivered,10
ORD05633,2025-07-22,C6736,Arabian Grill,Kannur,Indian,605.96,135.43,70,UPI,4.5,Delivered,19
ORD05634,2025-07-16,C8009,Arabian Grill,Kochi,Indian,472.74,55.67,18,Card,4.0,Delivered,21
ORD05635,2025-11-15,C8718,Pizza Point,Kochi,Fast Food,549.9,40.19,21,UPI,3.6,Delivered,4
ORD05636,2025-08-22,C9130,Pizza Point,Kochi,Indian,778.49,160.33,61,Wallet,3.3,Delivered,19
ORD05637,2025-10-27,C3498,Burger Hub,Thrissur,Chinese,470.02,102.79,68,Wallet,4.6,Delivered,10
ORD05638,2025-10-12,C7942,Cafe Kerala,Calicut,Chinese,761.13,160.33,59,UPI,3.5,Delivered,21
ORD05639,2025-07-20,C8639,Cafe Kerala,Calicut,Chinese,1076.89,255.04,32,Wallet,3.6,Delivered,6
ORD05640,2025-10-11,C8681,Chinese Wok,Trivandrum,Cafe,1057.92,21.27,36,Wallet,4.4,Delivered,2
ORD05641,2025-04-07,C4713,Spice Route,Trivandrum,Fast Food,831.36,181.38,23,Wallet,,Cancelled,6
ORD05642,2025-11-01,C5654,Spice Route,Kannur,Fast Food,1089.83,56.17,40,Wallet,4.6,Delivered,12
ORD05643,2025-09-25,C7693,Biriyani House,Thrissur,Indian,637.02,84.92,59,UPI,4.2,Delivered,21
ORD05644,2025-09-04,C2764,Chinese Wok,Kannur,Cafe,524.22,57.82,29,Cash,4.2,Delivered,3
ORD05645,2025-02-14,C5639,Spice Route,Calicut,Indian,993.56,102.45,35,Card,3.4,Delivered,3
ORD05646,2025-01-18,C8099,Cafe Kerala,Thrissur,Cafe,767.74,184.53,39,Wallet,4.7,Delivered,5
ORD05647,2025-08-21,C4914,Pizza Point,Trivandrum,Arabic,977.57,92.69,47,Card,4.7,Delivered,15
ORD05648,2025-04-13,C4169,Arabian Grill,Kannur,Cafe,218.39,51.63,41,Card,3.3,Delivered,1
ORD05649,2025-01-23,C7915,Arabian Grill,Kochi,Chinese,602.06,145.26,50,UPI,3.9,Delivered,20
ORD05650,2025-06-04,C3583,Cafe Kerala,Kannur,Arabic,910.58,216.73,44,Cash,3.0,Delivered,21
ORD05651,2025-07-02,C8986,Chinese Wok,Kochi,Chinese,457.31,4.82,65,Wallet,3.8,Delivered,20
ORD05652,2025-12-22,C4280,Burger Hub,Kochi,Chinese,861.72,70.61,37,Wallet,4.1,Delivered,22
ORD05653,2025-12-01,C3987,Pizza Point,Trivandrum,Arabic,684.67,148.18,40,UPI,4.6,Delivered,0
ORD05654,2025-07-17,C8836,Chinese Wok,Thrissur,Chinese,1123.19,180.19,37,Cash,4.2,Delivered,8
ORD05655,2025-03-11,C4455,Biriyani House,Trivandrum,Indian,820.46,147.15,20,Wallet,4.9,Delivered,5
ORD05656,2025-02-04,C7844,Cafe Kerala,Thrissur,Indian,1120.62,268.71,16,UPI,4.4,Delivered,15
ORD05657,2025-11-09,C2780,Pizza Point,Trivandrum,Indian,557.18,36.94,22,Cash,3.9,Delivered,16
ORD05658,2025-04-26,C9837,Burger Hub,Kochi,Fast Food,1178.81,197.49,40,Cash,4.2,Delivered,17
ORD05659,2025-12-17,C3681,Pizza Point,Trivandrum,Indian,256.86,34.88,29,UPI,3.8,Delivered,21
ORD05660,2025-01-15,C6955,Burger Hub,Kannur,Fast Food,296.34,61.52,30,Cash,4.4,Delivered,15
ORD05661,2025-10-09,C5359,Arabian Grill,Kochi,Cafe,353.89,12.87,33,Wallet,3.1,Delivered,9
ORD05662,2025-01-08,C4401,Biriyani House,Calicut,Chinese,1190.43,237.55,44,Wallet,4.7,Delivered,11
ORD05663,2025-07-12,C7527,Pizza Point,Kochi,Arabic,600.71,25.57,39,Card,4.9,Delivered,18
ORD05664,2025-04-03,C8918,Spice Route,Thrissur,Indian,801.58,7.99,15,Card,4.4,Delivered,4
ORD05665,2025-02-22,C8529,Pizza Point,Thrissur,Fast Food,561.67,95.3,69,Cash,4.4,Delivered,21
ORD05666,2025-02-08,C4505,Chinese Wok,Kochi,Cafe,915.87,4.24,54,Cash,4.0,Delivered,20
ORD05667,2025-09-19,C2350,Cafe Kerala,Trivandrum,Indian,241.89,16.39,57,UPI,4.7,Delivered,2
ORD05668,2025-10-15,C4723,Burger Hub,Kochi,Cafe,533.93,58.53,18,Wallet,3.3,Delivered,11
ORD05669,2025-07-30,C9366,Arabian Grill,Calicut,Indian,665.84,116.43,26,Cash,3.2,Delivered,3
ORD05670,2025-01-28,C4059,Pizza Point,Trivandrum,Chinese,250.73,36.69,58,Cash,4.6,Delivered,8
ORD05671,2025-05-15,C2404,Spice Route,Calicut,Cafe,178.75,28.13,62,Card,4.9,Delivered,4
ORD05672,2025-01-27,C5545,Spice Route,Kannur,Fast Food,1069.48,17.61,46,Card,4.4,Delivered,23
ORD05673,2025-10-15,C2946,Biriyani House,Trivandrum,Arabic,326.42,65.7,66,UPI,4.4,Delivered,22
ORD05674,2025-09-05,C6637,Burger Hub,Kannur,Arabic,328.98,4.56,37,UPI,3.1,Delivered,17
ORD05675,2025-07-31,C1034,Cafe Kerala,Thrissur,Indian,269.56,13.46,43,Card,,Cancelled,16
ORD05676,2025-06-07,C1974,Chinese Wok,Calicut,Fast Food,614.46,9.09,27,Card,3.5,Delivered,13
ORD05677,2025-07-06,C1421,Arabian Grill,Trivandrum,Fast Food,747.15,157.29,38,Card,3.6,Delivered,19
ORD05678,2025-01-01,C9815,Spice Route,Kochi,Indian,884.71,161.13,60,Card,4.2,Delivered,2
ORD05679,2025-11-29,C2168,Arabian Grill,Thrissur,Indian,1188.0,114.71,45,Wallet,4.4,Delivered,5
ORD05680,2025-09-12,C3713,Arabian Grill,Trivandrum,Indian,206.16,0.85,24,Card,3.2,Delivered,0
ORD05681,2025-10-09,C2419,Biriyani House,Trivandrum,Indian,366.83,76.78,26,Card,4.6,Delivered,17
ORD05682,2025-05-11,C2480,Chinese Wok,Kochi,Cafe,1035.42,153.78,65,Card,4.7,Delivered,1
ORD05683,2025-09-04,C9863,Cafe Kerala,Thrissur,Arabic,1013.14,134.02,20,Wallet,3.9,Delivered,2
ORD05684,2025-04-18,C4807,Cafe Kerala,Thrissur,Fast Food,1110.22,139.98,62,UPI,3.3,Delivered,23
ORD05685,2025-10-28,C8518,Cafe Kerala,Thrissur,Chinese,157.22,6.18,62,Wallet,,Cancelled,14
ORD05686,2025-01-18,C7112,Pizza Point,Kannur,Cafe,786.64,194.14,44,Card,3.7,Delivered,16
ORD05687,2025-06-15,C8545,Chinese Wok,Calicut,Chinese,1044.15,140.22,19,Cash,4.7,Delivered,22
ORD05688,2025-03-04,C4652,Pizza Point,Calicut,Chinese,984.91,10.21,37,Cash,4.9,Delivered,22
ORD05689,2025-10-12,C1152,Cafe Kerala,Kannur,Cafe,835.21,31.79,38,UPI,4.8,Delivered,14
ORD05690,2025-02-19,C6326,Pizza Point,Kochi,Chinese,1196.46,180.01,48,Wallet,3.5,Delivered,9
ORD05691,2025-12-12,C3207,Spice Route,Calicut,Chinese,1015.13,126.74,59,Wallet,4.5,Delivered,15
ORD05692,2025-06-19,C8371,Spice Route,Thrissur,Cafe,397.99,22.36,47,Card,4.1,Delivered,4
ORD05693,2025-05-21,C1189,Spice Route,Kochi,Fast Food,645.15,24.38,20,Wallet,4.4,Delivered,8
ORD05694,2025-05-26,C2474,Arabian Grill,Kannur,Indian,592.48,119.46,64,Cash,,Cancelled,21
ORD05695,2025-12-12,C1309,Arabian Grill,Kochi,Chinese,226.94,51.28,33,Cash,4.4,Delivered,3
ORD05696,2025-11-03,C4911,Chinese Wok,Kochi,Fast Food,875.57,152.07,33,Wallet,4.7,Delivered,2
ORD05697,2025-11-12,C5806,Pizza Point,Calicut,Arabic,164.36,11.04,45,Wallet,4.6,Delivered,14
ORD05698,2025-03-03,C5856,Spice Route,Thrissur,Arabic,779.46,133.98,18,UPI,4.8,Delivered,16
ORD05699,2025-09-03,C4338,Pizza Point,Calicut,Arabic,520.33,42.85,36,Cash,4.1,Delivered,3
ORD05700,2025-05-01,C7106,Biriyani House,Trivandrum,Arabic,350.31,21.43,19,Cash,4.9,Delivered,13
ORD05701,2025-10-18,C9462,Spice Route,Trivandrum,Fast Food,380.36,77.24,37,Wallet,4.2,Delivered,15
ORD05702,2025-03-22,C9154,Spice Route,Kochi,Cafe,948.09,121.55,34,Cash,4.1,Delivered,4
ORD05703,2025-08-27,C6182,Arabian Grill,Calicut,Chinese,1038.06,93.26,62,Card,4.2,Delivered,19
ORD05704,2025-03-25,C8978,Arabian Grill,Kannur,Fast Food,697.0,52.24,16,Cash,4.9,Delivered,22
ORD05705,2025-05-17,C5912,Pizza Point,Calicut,Arabic,1126.75,45.5,34,Card,3.8,Delivered,12
ORD05706,2025-10-25,C2203,Burger Hub,Kannur,Fast Food,393.82,17.22,70,Card,4.1,Delivered,18
ORD05707,2025-10-06,C1478,Spice Route,Calicut,Fast Food,913.27,143.18,61,Cash,3.3,Delivered,14
ORD05708,2025-03-26,C1781,Burger Hub,Kannur,Fast Food,848.88,14.83,49,UPI,3.2,Delivered,7
ORD05709,2025-08-09,C9863,Burger Hub,Calicut,Indian,861.07,110.23,18,Cash,4.2,Delivered,1
ORD05710,2025-06-01,C2981,Cafe Kerala,Kannur,Chinese,826.28,121.3,46,Cash,3.1,Delivered,2
ORD05711,2025-07-18,C6124,Biriyani House,Thrissur,Arabic,384.89,79.05,25,Card,,Cancelled,13
ORD05712,2025-07-28,C4010,Pizza Point,Calicut,Arabic,1016.82,221.53,57,UPI,4.6,Delivered,15
ORD05713,2025-11-19,C2730,Burger Hub,Kannur,Arabic,752.42,180.18,23,UPI,,Cancelled,7
ORD05714,2025-01-15,C2407,Cafe Kerala,Kochi,Chinese,1003.32,225.84,35,UPI,3.3,Delivered,8
ORD05715,2025-08-24,C6453,Arabian Grill,Trivandrum,Arabic,1198.25,292.65,55,Card,4.3,Delivered,1
ORD05716,2025-10-30,C8378,Arabian Grill,Kannur,Cafe,418.36,35.22,51,Cash,4.4,Delivered,6
ORD05717,2025-05-14,C6322,Cafe Kerala,Trivandrum,Cafe,980.66,79.48,39,Wallet,4.7,Delivered,6
ORD05718,2025-09-02,C1685,Pizza Point,Kochi,Chinese,368.15,42.0,29,Wallet,,Cancelled,21
ORD05719,2025-07-27,C3893,Biriyani House,Trivandrum,Indian,1002.83,246.14,24,Card,5.0,Delivered,20
ORD05720,2025-09-27,C1063,Burger Hub,Kochi,Arabic,997.83,146.6,66,Card,3.6,Delivered,1
ORD05721,2025-09-07,C5784,Burger Hub,Calicut,Fast Food,846.97,73.67,47,Wallet,4.0,Delivered,20
ORD05722,2025-05-02,C4861,Chinese Wok,Thrissur,Arabic,623.11,119.24,46,Wallet,3.5,Delivered,22
ORD05723,2025-07-08,C6262,Biriyani House,Calicut,Fast Food,235.13,43.53,30,Card,3.5,Delivered,4
ORD05724,2025-12-15,C7628,Arabian Grill,Kochi,Indian,712.2,108.85,60,Cash,4.5,Delivered,18
ORD05725,2025-01-01,C4709,Biriyani House,Kannur,Indian,754.33,69.55,20,Cash,3.8,Delivered,3
ORD05726,2025-10-06,C1929,Burger Hub,Calicut,Cafe,975.54,243.23,38,Wallet,4.8,Delivered,10
ORD05727,2025-08-11,C5458,Cafe Kerala,Calicut,Fast Food,158.18,29.43,31,Wallet,3.7,Delivered,14
ORD05728,2025-07-04,C1283,Burger Hub,Kochi,Chinese,536.99,17.92,63,UPI,3.5,Delivered,9
ORD05729,2025-01-13,C5428,Pizza Point,Kochi,Indian,810.36,29.94,37,UPI,3.9,Delivered,14
ORD05730,2025-03-11,C3851,Pizza Point,Kochi,Cafe,965.87,223.16,17,Cash,3.4,Delivered,2
ORD05731,2025-12-11,C9389,Arabian Grill,Trivandrum,Chinese,778.87,21.49,56,Card,3.9,Delivered,14
ORD05732,2025-03-18,C9077,Burger Hub,Trivandrum,Fast Food,368.32,67.73,60,Wallet,3.5,Delivered,14
ORD05733,2025-05-11,C4422,Chinese Wok,Calicut,Arabic,756.77,60.72,47,Cash,4.2,Delivered,7
ORD05734,2025-06-13,C6159,Biriyani House,Kochi,Chinese,489.8,30.39,62,UPI,3.7,Delivered,9
ORD05735,2025-05-03,C9856,Cafe Kerala,Calicut,Cafe,724.98,137.16,23,UPI,3.5,Delivered,13
ORD05736,2025-05-15,C1816,Cafe Kerala,Thrissur,Cafe,832.85,40.0,34,Wallet,3.3,Delivered,10
ORD05737,2025-12-25,C6824,Burger Hub,Kannur,Cafe,660.07,0.16,58,Wallet,3.7,Delivered,6
ORD05738,2025-10-21,C6253,Chinese Wok,Trivandrum,Cafe,506.75,49.28,33,Card,3.7,Delivered,15
ORD05739,2025-01-24,C2008,Cafe Kerala,Kannur,Chinese,1038.64,245.94,31,Wallet,4.5,Delivered,17
ORD05740,2025-05-01,C4885,Biriyani House,Calicut,Indian,1105.33,50.36,18,Cash,4.6,Delivered,11
ORD05741,2025-05-15,C3906,Cafe Kerala,Calicut,Indian,816.19,49.03,58,Card,4.8,Delivered,13
ORD05742,2025-10-22,C2681,Burger Hub,Kochi,Chinese,406.87,35.18,49,UPI,3.1,Delivered,20
ORD05743,2025-11-17,C7465,Biriyani House,Trivandrum,Chinese,1025.52,162.72,64,Card,3.8,Delivered,0
ORD05744,2025-11-14,C6077,Cafe Kerala,Kochi,Fast Food,594.13,55.84,70,UPI,4.8,Delivered,11
ORD05745,2025-06-15,C5275,Biriyani House,Calicut,Chinese,667.62,32.06,27,Card,4.1,Delivered,7
ORD05746,2025-04-09,C4467,Burger Hub,Trivandrum,Indian,234.65,42.14,55,UPI,,Cancelled,3
ORD05747,2025-12-16,C4132,Chinese Wok,Kannur,Indian,1162.43,258.11,17,Wallet,4.0,Delivered,23
ORD05748,2025-09-13,C2541,Spice Route,Kannur,Fast Food,971.63,134.08,50,Wallet,4.6,Delivered,0
ORD05749,2025-12-22,C9307,Biriyani House,Trivandrum,Arabic,1121.35,262.99,70,Wallet,3.9,Delivered,10
ORD05750,2025-01-17,C3947,Arabian Grill,Trivandrum,Chinese,777.28,117.83,28,UPI,4.1,Delivered,3
ORD05751,2025-05-18,C5577,Arabian Grill,Kannur,Cafe,207.19,31.15,34,Cash,4.2,Delivered,15
ORD05752,2025-12-03,C4517,Spice Route,Thrissur,Arabic,407.48,99.79,33,UPI,3.6,Delivered,2
ORD05753,2025-06-22,C9539,Biriyani House,Kannur,Fast Food,959.15,36.64,57,UPI,,Cancelled,1
ORD05754,2025-04-15,C3223,Arabian Grill,Kannur,Fast Food,341.62,5.17,29,UPI,3.0,Delivered,15
ORD05755,2025-04-28,C1808,Biriyani House,Kochi,Cafe,682.87,15.7,35,Wallet,3.7,Delivered,21
ORD05756,2025-07-12,C7869,Pizza Point,Calicut,Chinese,1132.41,64.15,20,Wallet,3.8,Delivered,15
ORD05757,2025-12-28,C2422,Burger Hub,Kannur,Indian,153.26,2.04,31,Card,4.4,Delivered,20
ORD05758,2025-07-21,C8808,Biriyani House,Kannur,Cafe,1088.21,97.7,54,Wallet,4.9,Delivered,8
ORD05759,2025-03-13,C8260,Arabian Grill,Kannur,Indian,540.47,0.9,46,Card,3.4,Delivered,14
ORD05760,2025-03-31,C4413,Arabian Grill,Trivandrum,Chinese,1191.03,57.02,41,Cash,3.4,Delivered,17
ORD05761,2025-10-11,C1507,Burger Hub,Trivandrum,Chinese,788.28,34.88,54,UPI,4.5,Delivered,4
ORD05762,2025-08-19,C3176,Biriyani House,Kannur,Chinese,635.3,155.08,65,Wallet,4.9,Delivered,17
ORD05763,2025-08-30,C6089,Cafe Kerala,Calicut,Arabic,460.64,10.76,22,Card,4.5,Delivered,15
ORD05764,2025-05-10,C5197,Burger Hub,Calicut,Fast Food,957.85,133.39,55,UPI,5.0,Delivered,6
ORD05765,2025-08-10,C5826,Spice Route,Kannur,Cafe,653.87,102.74,42,UPI,3.8,Delivered,20
ORD05766,2025-03-20,C3079,Arabian Grill,Kannur,Chinese,553.03,11.97,30,Cash,4.4,Delivered,20
ORD05767,2025-06-26,C4206,Burger Hub,Kannur,Cafe,153.35,18.27,44,Card,4.5,Delivered,16
ORD05768,2025-03-24,C6902,Chinese Wok,Trivandrum,Fast Food,889.58,13.23,68,Wallet,4.2,Delivered,20
ORD05769,2025-12-07,C7387,Pizza Point,Calicut,Fast Food,392.9,25.63,34,Cash,4.9,Delivered,18
ORD05770,2025-08-10,C1236,Burger Hub,Calicut,Arabic,1043.9,218.55,51,UPI,3.2,Delivered,20
ORD05771,2025-09-29,C9725,Burger Hub,Trivandrum,Arabic,247.95,26.38,63,Wallet,4.9,Delivered,12
ORD05772,2025-01-17,C4804,Pizza Point,Trivandrum,Chinese,683.63,17.28,50,Card,,Cancelled,21
ORD05773,2025-10-27,C5688,Biriyani House,Thrissur,Indian,495.11,25.87,25,Wallet,4.4,Delivered,12
ORD05774,2025-10-07,C4515,Spice Route,Trivandrum,Chinese,842.03,98.9,18,Wallet,4.6,Delivered,6
ORD05775,2025-01-30,C4650,Arabian Grill,Calicut,Fast Food,686.67,163.08,33,Cash,3.4,Delivered,21
ORD05776,2025-05-21,C8235,Spice Route,Trivandrum,Arabic,1191.29,1.51,63,Wallet,4.3,Delivered,10
ORD05777,2025-12-24,C8351,Cafe Kerala,Kochi,Chinese,1183.39,217.94,68,UPI,3.8,Delivered,13
ORD05778,2025-07-20,C2523,Spice Route,Thrissur,Arabic,1128.28,220.9,65,Wallet,4.3,Delivered,8
ORD05779,2025-03-20,C8867,Spice Route,Kochi,Chinese,230.37,54.04,28,Card,4.8,Delivered,5
ORD05780,2025-12-12,C4283,Burger Hub,Kannur,Fast Food,281.79,49.75,65,Cash,3.6,Delivered,2
ORD05781,2025-07-16,C1255,Spice Route,Calicut,Chinese,446.15,95.44,33,UPI,3.2,Delivered,16
ORD05782,2025-06-16,C5476,Spice Route,Trivandrum,Indian,912.66,178.24,48,Wallet,4.6,Delivered,19
ORD05783,2025-07-23,C8586,Cafe Kerala,Kannur,Cafe,877.89,93.49,59,UPI,3.1,Delivered,7
ORD05784,2025-02-21,C9575,Arabian Grill,Kannur,Indian,260.56,21.72,46,Cash,4.7,Delivered,22
ORD05785,2025-10-27,C7940,Biriyani House,Thrissur,Fast Food,1127.1,13.84,22,Wallet,4.0,Delivered,13
ORD05786,2025-09-10,C7970,Cafe Kerala,Trivandrum,Indian,1002.67,50.46,49,Cash,3.2,Delivered,4
ORD05787,2025-12-02,C2081,Spice Route,Calicut,Chinese,691.68,161.43,44,UPI,4.6,Delivered,21
ORD05788,2025-07-08,C6569,Burger Hub,Kochi,Cafe,1137.18,157.25,40,UPI,4.2,Delivered,2
ORD05789,2025-07-14,C9766,Arabian Grill,Trivandrum,Chinese,862.33,110.23,64,UPI,5.0,Delivered,17
ORD05790,2025-06-14,C7739,Arabian Grill,Calicut,Fast Food,272.57,44.9,31,Wallet,3.8,Delivered,18
ORD05791,2025-06-12,C4289,Spice Route,Calicut,Arabic,454.94,78.06,23,Card,5.0,Delivered,19
